,Título,Nome da Rua,Número,Bairro,Cidade,Preço,Taxa Cond,Total Mensal,Área,Quartos,Banheiros,Garagens
505,Cobertura,Rua 1061,145,Centro,Balneário Camboriú,9686.0,,,362.0,4,3,4
506,Apartamento no,Rua 600,693,Centro,Balneário Camboriú,450.0,,,50.0,1,1,1
507,Apartamento 2ª,Rua Miguel Matte,,Centro,Balneário Camboriú,3700.0,,,133.0,3,3,2
508,Ap mobiliado,Endereço não disponível  Nova Esperança,,,Balneário Camboriú,610.0,,,67.0,2,2,1
509,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,485.0,359.0,844.0,52.0,2,1,1
510,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,12190.0,,,183.0,4,5,3
511,Apartamento frente,Avenida Atlântica,1148,Centro,Balneário Camboriú,1890.0,700.0,2590.0,150.0,3,3,1
512,O primeiro,Avenida Santa Catarina,1,Estados,Balneário Camboriú,1660.0,,,83.0,2,3,1
513,Casa,Avenida das Gaivotas,300,Ariribá,Balneário Camboriú,1805.0,,,182.0,3,4,2
514,Apartamento,1.131,1,Centro,Balneário Camboriú,2600.0,1265.0,3865.0,130.0,3,4,2
515,Apartamento a,Endereço não disponível  Barra Sul,,,Balneário Camboriú,5200.0,,,280.0,4,4,4
516,Apartamento,Rua 3300  Centro,,,Balneário Camboriú,2490.0,900.0,3390.0,121.0,3,4,3
517,Apartamento centro,Endereço não disponível  Centro,,,Balneário Camboriú,4650.0,,,189.0,4,4,2
518,Sobrado no,Endereço não disponível  Municípios,,,Balneário Camboriú,1499.0,,,245.0,3,4,2
519,La belle,Rua 2000,121,Centro,Balneário Camboriú,5323.0,,,170.0,4,5,3
520,Residencial alaia,Endereço não disponível  Centro,,,Balneário Camboriú,5913.0,,,183.0,4,5,3
521,Alto padrão,Rua Julieta Lins  Pioneiros,,,Balneário Camboriú,8450.0,1150.0,9600.0,165.0,3,4,4
522,Apartamento,Avenida do Estado Dalmo Vieira  Centro,,,Balneário Camboriú,2300.0,,,129.0,4,3,2
523,Residencial cidade,Endereço não disponível  Centro,,,Balneário Camboriú,610.0,260.0,870.0,65.0,1,1,1
524,Apto av,Endereço não disponível  Centro,,,Balneário Camboriú,950.0,650.0,1600.0,116.0,3,3,1
525,Cobertura,Avenida Hermógenes de Assis Feijó  Barra,,,Balneário Camboriú,1890.0,,,144.0,4,1,2
526,Apartamento,Rua 2650  Centro,,,Balneário Camboriú,3000.0,1300.0,4300.0,151.0,4,5,2
527,Sobrado,Rua México  Nações,,,Balneário Camboriú,1390.0,,,231.0,3,5,2
528,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2700.0,1100.0,3800.0,138.0,3,4,3
529,Linda cobertura,Endereço não disponível  Centro,,,Balneário Camboriú,5850.0,,,308.0,5,6,3
530,Cobertura duplex,Endereço não disponível  Centro,,,Balneário Camboriú,1275.0,700.0,1975.0,160.0,4,4,1
531,Essence -,Endereço não disponível  Pioneiros,,,Balneário Camboriú,2100.0,2300.0,4400.0,157.0,3,4,2
532,Ocean tower,Rua José Manir Lucca,40,Pioneiros,Balneário Camboriú,2500.0,,,132.0,4,4,2
533,Alto padrão,Endereço não disponível  Barra Sul,,,Balneário Camboriú,3500.0,,,216.0,4,5,4
534,Apartamento no,Rua 3700,371,Centro,Balneário Camboriú,3700.0,,,121.0,3,4,2
535,Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,1275.0,1000.0,2275.0,89.0,2,1,2
536,Apartamento,Rua Isidoro Caetano  Pioneiros,,,Balneário Camboriú,2750.0,1100.0,3850.0,128.0,3,4,3
537,Apartamento para,Rua 2300  Centro,,,Balneário Camboriú,3493.0,,,126.0,3,1,3
538,Apartamento pronto,Endereço não disponível  Nações,,,Balneário Camboriú,680.0,,,70.0,2,2,1
539,Le parc,Endereço não disponível  Centro,,,Balneário Camboriú,3980.0,1955.0,5935.0,295.0,3,5,3
540,Linda cobertura,Rua 1101  Centro,,,Balneário Camboriú,4600.0,1200.0,5800.0,240.0,4,5,3
541,Apartamento no,Rua 2450,410,Centro,Balneário Camboriú,780.0,560.0,1340.0,132.0,2,2,1
542,Casa em,Endereço não disponível  Praia das Taquaras,,,Balneário Camboriú,4500.0,,,0.0,5,7,3
543,Apartamento,Rua 1910,91,Centro,Balneário Camboriú,5668.0,,,0.0,0,0,0
544,Apartamento,Rua 3300,100,Centro,Balneário Camboriú,2790.0,1670.0,4460.0,129.0,3,4,3
545,"Apartamento mobiliado,",Rua 1950,520,Centro,Balneário Camboriú,1650.0,860.0,2510.0,120.0,3,3,2
546,Sala térrea,Endereço não disponível  Centro,,,Balneário Camboriú,800.0,,,0.0,0,0,0
547,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,3000.0,,,131.0,3,4,3
548,Apartamento,Rua 2050  Centro,,,Balneário Camboriú,2984.0,,,0.0,0,0,0
549,Haras rio,Endereço não disponível  Ariribá,,,Balneário Camboriú,6900.0,663.0,7563.0,600.0,4,2,4
550,Lançamento! ap,Endereço não disponível  Pioneiros,,,Balneário Camboriú,2030.0,,,110.0,3,4,2
551,Apartamento,Avenida Atlântica,4438,Centro,Balneário Camboriú,8770.0,,,230.0,5,1,4
552,Apartamento garden,Rua 1101,203,Centro,Balneário Camboriú,1500.0,,,115.0,3,2,1
553,Cobertura,Avenida Atlântica,2440,Centro,Balneário Camboriú,22077.0,,,425.0,4,6,6
554,Cobertura triplex,Avenida Atlântica,5200,Centro,Balneário Camboriú,20500.0,,,410.0,7,8,4
555,Torre,Rua 2400  Centro,,,Balneário Camboriú,2850.0,,,123.0,3,4,3
556,Apartamento alto,Endereço não disponível  Pioneiros,,,Balneário Camboriú,1690.0,,,278.0,4,5,3
557,Alto padrão,Rua 3618  Centro,,,Balneário Camboriú,3650.0,,,137.0,3,4,4
558,Apartamento,Rua 961,241,Centro,Balneário Camboriú,2530.0,,,128.0,3,1,2
559,Apartamento,1.440,100,Centro,Balneário Camboriú,2150.0,,,0.0,0,0,0
560,Apartamento frente,Avenida Atlântica,5918,Centro,Balneário Camboriú,6000.0,2500.0,8500.0,168.0,3,4,3
561,Cobertura duplex,Endereço não disponível  Barra Sul,,,Balneário Camboriú,6500.0,1800.0,8300.0,400.0,5,5,5
562,Apartamento,Rua 3750,181,Centro,Balneário Camboriú,3883.0,,,185.0,4,5,3
563,Apartamento,Rua 1061,245,Centro,Balneário Camboriú,1690.0,545.0,2235.0,119.0,2,2,1
564,Lançamento alto,Avenida do Estado Dalmo Vieira,2461,Centro,Balneário Camboriú,1990.0,,,157.0,3,4,3
565,"Imóvel fantástico,",Avenida Brasil,577,Centro,Balneário Camboriú,2850.0,,,158.0,4,6,3
566,Alto padrão,Avenida das Arapongas  Ariribá,,,Balneário Camboriú,6700.0,2000.0,8700.0,0.0,0,0,0
567,Apartamento,Rua 1131,500,Centro,Balneário Camboriú,2475.0,,,272.0,3,4,3
568,Apartamento,Rua Israel,195,Nações,Balneário Camboriú,784.0,,,65.0,2,2,1
569,Pré-lançamento no,Endereço não disponível  Centro,,,Balneário Camboriú,,,,558.0,4,5,4
570,Apartamento,Avenida Atlântica,5720,Centro,Balneário Camboriú,9990.0,,,237.0,4,4,4
571,Apartamento diferenciado,Avenida Brasil,,Centro,Balneário Camboriú,3690.0,1834.0,5524.0,254.0,3,4,2
572,Cobertura,Rua 1950,216,Centro,Balneário Camboriú,5336.0,,,502.0,4,1,4
573,Apartamento para,Rua 3310  Centro,,,Balneário Camboriú,2490.0,,,129.0,3,4,2
574,Excelente apartamento,Rua 1201,493,Centro,Balneário Camboriú,3585.0,2000.0,5585.0,175.0,3,4,3
575,Lançamento .,Rua 2000  Centro,,,Balneário Camboriú,1990.0,,,136.0,3,4,2
576,Terreno haras,Endereço não disponível  Ariribá,,,Balneário Camboriú,1800.0,,,0.0,0,0,0
577,Oportunidade! ap,Endereço não disponível  Centro,,,Balneário Camboriú,640.0,,,40.0,1,1,1
578,Casa nova,Endereço não disponível  Praia do Estaleiro,,,Balneário Camboriú,20000.0,,,458.0,5,1,4
579,Lançamento 4,Endereço não disponível  Centro,,,Balneário Camboriú,3349.0,,,221.0,4,5,4
580,Mirante das,Rua 3900  Centro,,,Balneário Camboriú,8900.0,1117.0,10017.0,310.0,4,4,8
581,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,5850.0,1700.0,7550.0,257.0,5,6,3
582,"Sala, 41",Rua 3100  Centro,,,Balneário Camboriú,490.0,,,0.0,0,0,0
583,Apartamento,Avenida Santa Catarina,1,Estados,Balneário Camboriú,2279.0,,,83.0,2,1,2
584,Ap 4,Endereço não disponível  Pioneiros,,,Balneário Camboriú,2165.0,,,137.0,4,5,3
585,Frente mar,Avenida Atlântica  Centro,,,Balneário Camboriú,10700.0,1157.0,11857.0,237.0,4,4,4
586,Duas áreas,Rua Daniel Anastácio Fraga,272,São Judas Tadeu,Balneário Camboriú,2500.0,,,0.0,0,0,0
587,Apartamento novo,Endereço não disponível  Centro,,,Balneário Camboriú,3100.0,,,230.0,3,4,2
588,Apartamento 2,Endereço não disponível  Pioneiros,,,Balneário Camboriú,900.0,,,87.0,2,2,2
589,Lançamento bairro,Rua Jordânia  Nações,,,Balneário Camboriú,759.0,,,61.0,2,2,1
590,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,720.0,,,82.0,2,1,1
591,Sala comercial,Endereço não disponível  Centro,,,Balneário Camboriú,3650.0,,,0.0,0,0,0
592,Empreendimento alto,Endereço não disponível  Centro,,,Balneário Camboriú,2800.0,,,243.0,3,4,3
593,Apartamento,Rua 916,300,Centro,Balneário Camboriú,580.0,250.0,830.0,65.0,2,2,1
594,Quadra mar,Endereço não disponível  Centro,,,Balneário Camboriú,5350.0,,,290.0,4,5,3
595,Apartamento duplex,Endereço não disponível  Centro,,,Balneário Camboriú,4890.0,1422.0,6312.0,446.0,4,5,4
596,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2301.0,,,189.0,3,1,2
597,Apartamento,Endereço não disponível  Nações,,,Balneário Camboriú,858.0,,,65.0,2,2,1
598,Cobertura duplex,Rua 1520,251,Centro,Balneário Camboriú,7680.0,1775.0,9455.0,267.0,4,5,3
599,Argos residence,Rua 3300,450,Centro,Balneário Camboriú,3500.0,1500.0,5000.0,228.0,4,4,4
600,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2700.0,,,0.0,0,0,0
601,Casa,Rua 620,738,Centro,Balneário Camboriú,2200.0,,,137.0,3,4,2
602,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2580.0,,,282.0,4,5,3
603,Cobertura a,Endereço não disponível  Centro,,,Balneário Camboriú,6000.0,1600.0,7600.0,459.0,4,5,4
604,Prédio,Rua 3250,110,Centro,Balneário Camboriú,,,,0.0,0,0,0
605,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,980.0,350.0,1330.0,95.0,2,2,1
606,Apartamento alto,Endereço não disponível  Centro,,,Balneário Camboriú,4000.0,,,190.0,3,4,2
607,Hyde atlântica,Endereço não disponível  Frente do Mar,,,Balneário Camboriú,10470.0,,,232.0,4,5,4
608,Frente mar,Endereço não disponível  Centro,,,Balneário Camboriú,4900.0,,,219.0,3,4,2
609,Terreno a,Endereço não disponível  Ariribá,,,Balneário Camboriú,3100.0,900.0,4000.0,0.0,0,0,0
610,Apartamento 03,Endereço não disponível  Centro,,,Balneário Camboriú,1880.0,,,132.0,3,4,2
611,Lançamento balneário,Avenida do Estado Dalmo Vieira,1837,Pioneiros,Balneário Camboriú,2650.0,,,282.0,4,5,3
612,Apartamento,Avenida do Estado Dalmo Vieira  Centro,,,Balneário Camboriú,1190.0,400.0,1590.0,69.0,2,2,1
613,Alto padrão,Endereço não disponível  Barra Sul,,,Balneário Camboriú,6800.0,,,312.0,4,6,3
614,Apartamento,Rua Protásio Boaventura Caetano,11,Pioneiros,Balneário Camboriú,3350.0,,,0.0,0,0,0
615,Apartamento finamente,Rua 2400,441,Centro,Balneário Camboriú,2968.0,,,150.0,4,3,3
616,Apartamento a,Rua 3144,236,Centro,Balneário Camboriú,2400.0,1100.0,3500.0,136.0,3,4,2
617,Sparkling wine,Rua 3420,110,Centro,Balneário Camboriú,3934.0,,,199.0,4,5,2
618,Cobertura,Endereço não disponível  Centro,,,Balneário Camboriú,5450.0,720.0,6170.0,242.0,3,4,6
619,Lote em,Avenida Rodesindo Pavan,1210,Praia do Estaleiro,Balneário Camboriú,2000.0,,,0.0,0,0,0
620,Apartamento para,Rua 500,250,Centro,Balneário Camboriú,2600.0,,,151.0,4,4,3
621,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,820.0,,,83.0,2,2,1
622,Linda casa,Endereço não disponível  Barra,,,Balneário Camboriú,5950.0,,,580.0,5,6,4
623,Casa,Rua 980  Centro,,,Balneário Camboriú,1700.0,,,240.0,3,3,2
624,Sala comercial,Rua Israel  Nações,,,Balneário Camboriú,39000.0,,,0.0,0,0,0
625,Altissimo padrão,Avenida Atlântica,1330,Centro,Balneário Camboriú,7375.0,1780.0,9155.0,197.0,3,4,2
626,Apartamento no,Rua 3700,30,Centro,Balneário Camboriú,4000.0,,,139.0,3,3,3
627,Frente mar,Avenida Atlântica,4144,Centro,Balneário Camboriú,3400.0,,,229.0,3,4,2
628,Apartamento,Avenida Central,414,Centro,Balneário Camboriú,1100.0,550.0,1650.0,66.0,2,2,1
629,Ap novo,Endereço não disponível  Centro,,,Balneário Camboriú,2200.0,,,134.0,3,3,2
630,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2015.0,,,120.0,3,3,2
631,Frente mar,Avenida Atlântica,2554,Centro,Balneário Camboriú,3850.0,1150.0,5000.0,170.0,4,3,1
632,Apt,Endereço não disponível  Centro,,,Balneário Camboriú,2190.0,,,118.0,3,4,2
633,Ocean palace,Avenida Atlântica,4740,Centro,Balneário Camboriú,9500.0,2500.0,12000.0,257.0,4,6,4
634,Apt 3,Endereço não disponível  Centro,,,Balneário Camboriú,3200.0,,,151.0,3,5,3
635,Apartamento mobiliado,Avenida Atlântica,2440,Centro,Balneário Camboriú,1600.0,,,88.0,2,2,2
636,Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,1240.0,400.0,1640.0,74.0,2,2,1
637,Cobertura duplex,Endereço não disponível  Centro,,,Balneário Camboriú,3300.0,,,317.0,4,1,2
638,Apartamento,Rua 3700  Centro,,,Balneário Camboriú,3800.0,,,139.0,3,4,3
639,Tríplex alto-padrão,Endereço não disponível  Centro,,,Balneário Camboriú,2100.0,,,184.0,3,5,2
640,Terreno 411m²,Endereço não disponível  Praia do Estaleirinho,,,Balneário Camboriú,1000.0,,,0.0,0,0,0
641,Apartamento,Avenida Brasil,3605,Centro,Balneário Camboriú,4650.0,,,138.0,3,5,3
642,Apartamento diferenciado,Centro! Apto Com Piscina Privativa!  Centro,,,Balneário Camboriú,1900.0,1800.0,3700.0,285.0,3,3,2
643,Home square,Rua 500,250,Centro,Balneário Camboriú,2600.0,1300.0,3900.0,209.0,4,4,3
644,Apartamento para,Rua Isidoro Caetano  Pioneiros,,,Balneário Camboriú,2850.0,,,202.0,3,4,2
645,Incrível mobiliado,Rua 1101  Centro,,,Balneário Camboriú,4850.0,16.0,4866.0,221.0,4,1,2
646,Lançamento fg,Rua Miguel Matte  Pioneiros,,,Balneário Camboriú,1811.0,,,102.0,3,3,2
647,Ap 3,Endereço não disponível  Centro,,,Balneário Camboriú,1300.0,530.0,1830.0,99.0,3,2,1
648,Yachthouse -,Endereço não disponível  Barra Sul,,,Balneário Camboriú,9900.0,,,480.0,4,5,4
649,Azamor residencial,Endereço não disponível  Nações,,,Balneário Camboriú,795.0,,,59.0,2,2,1
650,Admirá arrka,Endereço não disponível  Centro,,,Balneário Camboriú,3595.0,,,138.0,4,5,3
651,Apartamento! 3,Centro! Andar Alto!  Centro,,,Balneário Camboriú,2713.0,,,113.0,3,4,2
652,The spot,Endereço não disponível  Estados,,,Balneário Camboriú,1660.0,,,136.0,2,3,1
653,Esquina di,Rua 2870,168,Centro,Balneário Camboriú,4450.0,,,225.0,4,3,3
654,Pré lançamento,Avenida Brasil Com Rua 57  Centro,,,Balneário Camboriú,4943.0,,,170.0,4,4,3
655,Ap 2,Endereço não disponível  Nações,,,Balneário Camboriú,640.0,,,62.0,2,2,1
656,Apartamento diferenciado,Endereço não disponível  Centro,,,Balneário Camboriú,3493.0,,,339.0,3,4,2
657,Sobrado,Rua Antônio Athanázio Corrêa  Barra,,,Balneário Camboriú,650.0,260.0,910.0,96.0,2,3,1
658,Apartamento mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,1450.0,,,156.0,3,3,1
659,Apartamento para,Rua 3300  Centro,,,Balneário Camboriú,1900.0,,,111.0,2,2,2
660,Sala comercial,Endereço não disponível  Centro,,,Balneário Camboriú,1665.0,,,0.0,0,0,0
661,Cobertura duplex,Endereço não disponível  Centro,,,Balneário Camboriú,1300.0,1000.0,2300.0,300.0,3,4,1
662,San pietro,Rua Alvin Bauer,250,Centro,Balneário Camboriú,5850.0,,,0.0,0,0,0
663,C2 291,Endereço não disponível  Centro,,,Balneário Camboriú,698.0,,,0.0,0,0,0
664,Apartamento para,Avenida Do Estado Dalmo Vieira,4295,Centro,Balneário Camboriú,1190.0,,,68.0,2,2,1
665,Apartamento para,Endereço não disponível  Centro,,,Balneário Camboriú,2850.0,1250.0,4100.0,122.0,3,3,3
666,Apartamento,Avenida Brasil  Centro,,,Balneário Camboriú,4500.0,,,131.0,4,5,4
667,Alto padrão,Avenida Brasil,3160,Centro,Balneário Camboriú,2522.0,,,180.0,4,5,4
668,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,10900.0,,,237.0,4,4,4
669,Infinity coast,Endereço não disponível  Barra Norte,,,Balneário Camboriú,8300.0,,,182.0,3,4,5
670,Majestic residence,Rua 4450,64,Barra Sul,Balneário Camboriú,6450.0,3300.0,9750.0,484.0,3,5,4
671,Prédio,Rua 3250,100,Centro,Balneário Camboriú,,,,0.0,0,0,0
672,Apartamento,Rua Julieta Lins,32,Pioneiros,Balneário Camboriú,12000.0,1600.0,13600.0,165.0,3,4,3
673,Ap diferenciado,Endereço não disponível  Centro,,,Balneário Camboriú,5026.0,,,240.0,4,6,3
674,Apartamento,Rua 3900,114,Centro,Balneário Camboriú,3919.0,,,301.0,3,1,2
675,Apartamento em,Endereço não disponível  Centro,,,Balneário Camboriú,3995.0,,,230.0,3,2,1
676,Apartamento,Rua 1141  Centro,,,Balneário Camboriú,3150.0,,,190.0,4,5,3
677,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2200.0,500.0,2700.0,132.0,3,4,2
678,Prédio,1.201,280,Centro,Balneário Camboriú,,,,0.0,0,0,0
679,Residencial farol,Rua 1101,324,Centro,Balneário Camboriú,4600.0,,,240.0,4,5,3
680,Apartamento,Rua 3610,200,Centro,Balneário Camboriú,1990.0,,,130.0,3,4,3
681,Apt mobiliado,Endereço não disponível  Centro,,,Balneário Camboriú,910.0,,,77.0,2,2,1
682,Galinha morta,Endereço não disponível  Centro,,,Balneário Camboriú,900.0,,,124.0,3,2,1
683,Apartamento para,Rua 1800  Centro,,,Balneário Camboriú,1380.0,,,155.0,3,2,1
684,Apartamento,Avenida Brasil,3551,Centro,Balneário Camboriú,3090.0,1237.0,4327.0,0.0,0,0,0
685,Apartamento,Rua 3550,3400,Centro,Balneário Camboriú,2900.0,,,131.0,3,3,2
686,Cobertura,3850,3925,Barra Sul,Balneário Camboriú,3900.0,1400.0,5300.0,343.0,3,6,2
687,Apartamento no,Endereço não disponível  Centro,,,Balneário Camboriú,2500.0,,,280.0,4,5,3
688,Apartamento 3,Endereço não disponível  Pioneiros,,,Balneário Camboriú,1890.0,800.0,2690.0,140.0,3,1,4
689,Sapphire apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,5000.0,,,147.0,4,1,3
690,Apartamento,Rua 3160,,Centro,Balneário Camboriú,1300.0,780.0,2080.0,126.0,3,1,2
691,Alameda jardins,Avenida Brasil,180,Pontal Norte,Balneário Camboriú,2600.0,800.0,3400.0,117.0,3,4,2
692,Apartamento para,Avenida Atlântica  Centro,,,Balneário Camboriú,5900.0,1500.0,7400.0,189.0,4,5,2
693,Terreno,Avenida das Arapongas,455,Ariribá,Balneário Camboriú,1100.0,,,0.0,0,0,0
694,Frente mar,Avenida Atlântica 400,400,Centro,Balneário Camboriú,4707.0,1054.0,5761.0,145.0,3,2,2
695,Zenith tower,Endereço não disponível  Barra Sul,,,Balneário Camboriú,5555.0,,,250.0,4,5,3
696,Apartamento,Rua 500,,Centro,Balneário Camboriú,2600.0,,,122.0,3,3,2
697,Grand place,Rua 57,16,Centro,Balneário Camboriú,4700.0,,,170.0,4,5,3
698,Cobertura,Rua 1061,298,Centro,Balneário Camboriú,2500.0,900.0,3400.0,217.0,4,5,4
699,Vitra by,Endereço não disponível  Centro,,,Balneário Camboriú,5200.0,,,171.0,4,5,3
700,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,730.0,,,100.0,1,2,1
701,03 suítes,Rua 3310  Centro,,,Balneário Camboriú,2650.0,,,130.0,3,3,2
702,Apartamento 4,Avenida Atlântica,3040,Centro,Balneário Camboriú,3900.0,1350.0,5250.0,180.0,4,5,2
703,Terreno a,Endereço não disponível  Ariribá,,,Balneário Camboriú,1750.0,,,0.0,0,0,0
704,Alto padrão,Rua 2100  Centro,,,Balneário Camboriú,3500.0,1100.0,4600.0,180.0,4,4,2
705,Apartamento a,Endereço não disponível  Centro,,,Balneário Camboriú,2990.0,700.0,3690.0,187.0,3,4,3
706,Apartamento para,Endereço não disponível  Centro,,,Balneário Camboriú,4500.0,,,0.0,0,0,0
707,Sala,Rua 1001,315,Centro,Balneário Camboriú,1870.0,226.0,2096.0,0.0,0,0,0
708,Apartamento 3,Endereço não disponível  Centro,,,Balneário Camboriú,2610.0,1950.0,4560.0,132.0,3,3,3
709,Apartamento,Rua 3300,120,Centro,Balneário Camboriú,1600.0,1100.0,2700.0,145.0,3,3,1
710,Apartamento a,Rua 2850,100,Centro,Balneário Camboriú,4150.0,1400.0,5550.0,139.0,4,5,3
711,Via marina,Rua 4600,100,Centro,Balneário Camboriú,4628.0,,,153.0,3,4,3
712,Terreno pra,Endereço não disponível  Centro,,,Balneário Camboriú,5000.0,,,0.0,0,0,0
713,Apto 2,Rua Israel  Nações,,,Balneário Camboriú,1021.0,700.0,1721.0,64.0,2,2,2
714,Ótimo apto,Endereço não disponível  Nações,,,Balneário Camboriú,675.0,,,59.0,2,1,1
715,Ap 3,Endereço não disponível  Centro,,,Balneário Camboriú,850.0,,,100.0,3,2,1
716,Apartamento,Rua Jordânia,199,Nações,Balneário Camboriú,999.0,,,83.0,2,1,1
717,Apartamento,Rua Miguel Matte,390,Pioneiros,Balneário Camboriú,2850.0,,,0.0,0,0,0
718,Vale dourado,Endereço não disponível  Frente do Mar,,,Balneário Camboriú,4000.0,,,110.0,3,3,2
719,Apartamento ilhas,Rua 4400,,Centro,Balneário Camboriú,6000.0,0.0,6000.0,160.0,4,4,3
720,| em,Endereço não disponível  Centro,,,Balneário Camboriú,2300.0,,,230.0,4,3,3
721,"Apartamento novo,pronto",Rua 3600,120,Centro,Balneário Camboriú,4180.0,,,170.0,4,5,3
722,Amplo apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2800.0,,,220.0,3,4,4
723,Apartamento,Avenida do Estado Dalmo Vieira,2495,Centro,Balneário Camboriú,1190.0,50.0,1240.0,76.0,3,2,2
724,Apartamento para,Rua 2400.0,441,Centro,Balneário Camboriú,2665.0,,,150.0,4,5,3
725,Apartamento,Rua Isidoro Caetano,190,Pioneiros,Balneário Camboriú,2600.0,1100.0,3700.0,163.0,3,4,3
726,Ap 4,Endereço não disponível  Centro,,,Balneário Camboriú,2171.0,,,195.0,4,3,3
727,Frente mar,Rua 3700,4740,Centro,Balneário Camboriú,4703.0,,,259.0,4,6,4
728,Yachthouse -,Avenida Normando Tedesco,1333,Centro,Balneário Camboriú,6800.0,2500.0,9300.0,265.0,4,5,3
729,Apartamento,Endereço não disponível  Centro,,,Balneário Camboriú,2950.0,,,192.0,3,4,2
730,Pronto para,Rua 2850,330,Centro,Balneário Camboriú,2100.0,800.0,2900.0,0.0,0,0,0
731,Casa,Rua José Damásio Duarte  Barra,,,Balneário Camboriú,999.0,,,170.0,2,3,1
732,Apartamento,Rua Miguel Matte  Pioneiros,,,Balneário Camboriú,3000.0,,,139.0,3,4,2
733,Ed azamor,Endereço não disponível  Nações,,,Balneário Camboriú,765.0,,,72.0,2,2,1
734,Apartamento,Rua 600,320,Centro,Balneário Camboriú,1800.0,990.0,2790.0,127.0,3,3,3
735,Prédio,Rua 2414,150,Centro,Balneário Camboriú,,,,0.0,0,0,0
736,Apartamento vista,Avenida Central,414,Centro,Balneário Camboriú,1300.0,800.0,2100.0,78.0,2,2,1
737,Apartamento a,Endereço não disponível  Centro,,,Balneário Camboriú,1470.0,600.0,2070.0,220.0,4,3,1
738,Apartamento em,Rua 3100  Centro,,,Balneário Camboriú,2690.0,0.0,2690.0,146.0,4,4,3
739,3 dor,Endereço não disponível  Centro,,,Balneário Camboriú,1050.0,,,113.0,3,2,3
740,Apartamento 4,Rua 2550,600,Centro,Balneário Camboriú,1500.0,,,137.0,4,4,2
741,Apartamento,Rua Venezuela  Nações,,,Balneário Camboriú,650.0,,,72.0,2,1,1
742,Apartamento 2,Rua Miguel Matte,301,Barra Norte,Balneário Camboriú,898.0,420.0,1318.0,65.0,2,1,1
743,Apartamento,Av. Atlântica,,"Balneário Camboriú -, 4438 Centro",Balneário Camboriú,8950.0,,,0.0,0,0,0
744,Meridian tower,Endereço não disponível  Centro,,,Balneário Camboriú,3348.0,,,181.0,4,5,3
745,Cobertura,Rua 901,300,Centro,Balneário Camboriú,5999.0,,,240.0,3,1,2
746,Gran palazzo,Avenida Atlântica,5200,Barra Sul,Balneário Camboriú,7300.0,1600.0,8900.0,218.0,3,4,2
747,Apartamento,Avenida Central,360,Centro,Balneário Camboriú,1450.0,790.0,2240.0,106.0,3,2,1
748,Apartamento para,Rua 2414  Centro,,,Balneário Camboriú,2700.0,,,122.0,3,1,3
749,Apartamento mobiliado,Endereço não disponível  Pioneiros,,,Balneário Camboriú,1850.0,,,200.0,3,4,2
750,Apartamento,Endereço não disponível  Barra Sul,,,Balneário Camboriú,10500.0,,,370.0,4,5,3
751,Apartamento diferenciado,Endereço não disponível  Centro,,,Balneário Camboriú,4200.0,,,460.0,3,4,3
752,Apartamento 3,Rua 3450  Centro,,,Balneário Camboriú,2400.0,1300.0,3700.0,130.0,3,3,2
753,2 dor,Endereço não disponível  Centro,,,Balneário Camboriú,800.0,,,84.0,2,2,1
754,Apartamento,Avenida Atlântica  Frente do Mar,,,Balneário Camboriú,4500.0,1500.0,6000.0,0.0,0,0,0
755,Apartamento,Rua 701,55,Centro,Balneário Camboriú,2600.0,2650.0,5250.0,272.0,4,1,2
756,Apartamento mobiliado,Rua 3750,117,Centro,Balneário Camboriú,1950.0,780.0,2730.0,100.0,3,2,2
757,Novo e,Endereço não disponível  Centro,,,Balneário Camboriú,2600.0,,,128.0,3,3,2
758,Apartamento -,Rua 902,144,Centro,Balneário Camboriú,2800.0,,,137.0,3,4,4
759,Boulevard brasil,Rua 101,30,Centro,Balneário Camboriú,2350.0,,,0.0,0,0,0
760,Mar belle,Endereço não disponível  Centro,,,Balneário Camboriú,4840.0,,,328.0,3,4,2
761,Apartamento 131m²,Endereço não disponível  Centro,,,Balneário Camboriú,1350.0,535.0,1885.0,131.0,3,3,1
762,Apartamento garden,Endereço não disponível  Centro,,,Balneário Camboriú,4400.0,2300.0,6700.0,297.0,3,4,4
